TodayBalance,YesBalance,buy,date,name,Return,sell
7987092,7980899,286027,2023-12-27,MarginPurchase,9029,270805
353514,364754,19605,2023-12-27,ShortSale,10959,19324
247325167000,246630728000,12069856000,2023-12-27,MarginPurchaseMoney,152301000,11223116000
7972960,7987083,289064,2023-12-28,MarginPurchase,2590,300597
350349,353514,20976,2023-12-28,ShortSale,5581,23392
247699426000,247425042000,11608291000,2023-12-28,MarginPurchaseMoney,105366000,11228540000
248014237000,247699426000,10931449000,2023-12-29,MarginPurchaseMoney,202802000,10413836000
7999084,7972953,283290,2023-12-29,MarginPurchase,6780,250379
359738,350349,16200,2023-12-29,ShortSale,489,26078
248424271000,248014237000,12272560000,2024-01-02,MarginPurchaseMoney,89397000,11773129000
369678,359738,22116,2024-01-02,ShortSale,886,32942
8012561,7999081,285252,2024-01-02,MarginPurchase,3483,268289
8026374,8012556,255311,2024-01-03,MarginPurchase,7440,234053
371823,369678,24964,2024-01-03,ShortSale,1724,28833
249224908000,248424271000,10413721000,2024-01-03,MarginPurchaseMoney,132481000,9480603000
8029651,8026373,256182,2024-01-04,MarginPurchase,3018,249886
358368,371823,26175,2024-01-04,ShortSale,9791,22511
249729179000,249224908000,9808045000,2024-01-04,MarginPurchaseMoney,164551000,9139223000
343455,358368,16797,2024-01-05,ShortSale,27088,28972
248996724000,249729179000,9010563000,2024-01-05,MarginPurchaseMoney,205287000,9537731000
8024554,8029646,250592,2024-01-05,MarginPurchase,7072,248612
8039261,8024546,286998,2024-01-08,MarginPurchase,4090,268193
336246,343455,24084,2024-01-08,ShortSale,2348,19223
248150571000,248996724000,9478999000,2024-01-08,MarginPurchaseMoney,141145000,10184007000
8008263,8039255,253947,2024-01-09,MarginPurchase,4731,280208
318177,336246,30034,2024-01-09,ShortSale,13138,25103
245574757000,248150571000,9537061000,2024-01-09,MarginPurchaseMoney,153024000,11959851000
244563783000,245574757000,8762265000,2024-01-10,MarginPurchaseMoney,165299000,9607940000
7981563,8008256,208839,2024-01-10,MarginPurchase,5542,229990
295498,318177,39943,2024-01-10,ShortSale,3862,21126
244054875000,244563783000,11493646000,2024-01-11,MarginPurchaseMoney,181410000,11821144000
289731,295498,23408,2024-01-11,ShortSale,1577,19218
7993701,7981559,223565,2024-01-11,MarginPurchase,5417,206006
7972552,7993700,205360,2024-01-12,MarginPurchase,21465,205043
288750,289731,17900,2024-01-12,ShortSale,1921,18840
243706399000,244054875000,10290712000,2024-01-12,MarginPurchaseMoney,295345000,10343843000
7996874,7972549,241517,2024-01-15,MarginPurchase,4712,212480
295543,288750,12284,2024-01-15,ShortSale,2263,21340
245868197000,243706585000,12532067000,2024-01-15,MarginPurchaseMoney,186323000,10184132000
293725,295543,21916,2024-01-16,ShortSale,1015,21113
247524515000,245868197000,11470298000,2024-01-16,MarginPurchaseMoney,162690000,9651290000
8022828,7996869,269910,2024-01-16,MarginPurchase,7313,236638
8011266,8022822,303385,2024-01-17,MarginPurchase,5889,309052
279611,293725,36182,2024-01-17,ShortSale,1003,23071
247860934000,247524515000,12856977000,2024-01-17,MarginPurchaseMoney,238866000,12281692000
7983168,8011254,217989,2024-01-18,MarginPurchase,5692,240383
285537,279611,17882,2024-01-18,ShortSale,1136,24944
247038390000,247860923000,8966388000,2024-01-18,MarginPurchaseMoney,175202000,9613719000
246672432000,247038390000,14105833000,2024-01-19,MarginPurchaseMoney,365987000,14105804000
7999719,7983162,303886,2024-01-19,MarginPurchase,12814,274515
287310,285537,24540,2024-01-19,ShortSale,1830,28143
246311316000,246672428000,15870629000,2024-01-22,MarginPurchaseMoney,210352000,16021389000
287587,287310,21076,2024-01-22,ShortSale,1052,22405
8011385,7999540,329656,2024-01-22,MarginPurchase,4838,312973
8001917,8011377,271076,2024-01-23,MarginPurchase,6899,273637
290372,287587,13206,2024-01-23,ShortSale,1913,17904
247186801000,246311316000,12123152000,2024-01-23,MarginPurchaseMoney,180786000,11066881000
8034166,8001915,268807,2024-01-24,MarginPurchase,4794,231762
294784,290372,11026,2024-01-24,ShortSale,563,16001
248790648000,247186801000,11665196000,2024-01-24,MarginPurchaseMoney,185895000,9875454000
299028,294804,15403,2024-01-25,ShortSale,1126,20753
248578208000,249435412000,10997686000,2024-01-25,MarginPurchaseMoney,198699000,11656191000
8014784,8037457,268667,2024-01-25,MarginPurchase,5377,285963
8005999,8014781,211594,2024-01-26,MarginPurchase,7122,213254
296141,299028,19835,2024-01-26,ShortSale,825,17773
247462895000,248578207000,8181545000,2024-01-26,MarginPurchaseMoney,245939000,9050918000
7978824,8005995,200064,2024-01-29,MarginPurchase,6094,221141
298269,296141,14334,2024-01-29,ShortSale,1669,18131
247456105000,247462895000,8824644000,2024-01-29,MarginPurchaseMoney,249346000,8582088000
247968595000,247456105000,11537783000,2024-01-30,MarginPurchaseMoney,243745000,10781548000
7991188,7978822,238519,2024-01-30,MarginPurchase,7206,218947
290679,298269,19044,2024-01-30,ShortSale,4808,16262
278728,290679,18778,2024-01-31,ShortSale,4626,11453
247990488000,247968556000,9710689000,2024-01-31,MarginPurchaseMoney,254355000,9434401000
7983234,7991183,197280,2024-01-31,MarginPurchase,7099,198130
279009,278728,14930,2024-02-01,ShortSale,1789,17000
246789368000,247990488000,10116690000,2024-02-01,MarginPurchaseMoney,423618000,10894192000
7936905,7983231,197027,2024-02-01,MarginPurchase,16098,227255
246644704000,246789368000,13036443000,2024-02-02,MarginPurchaseMoney,267854000,12913253000
7916365,7936903,237601,2024-02-02,MarginPurchase,7323,250816
270944,279009,18328,2024-02-02,ShortSale,1841,12104
7872992,7916361,225310,2024-02-05,MarginPurchase,16199,252480
252196,270944,21913,2024-02-05,ShortSale,9476,12641
244814252000,246644806000,11415405000,2024-02-05,MarginPurchaseMoney,596899000,12649060000
7879037,7866188,394702,2024-02-15,MarginPurchase,7680,374173
270856,251910,17611,2024-02-15,ShortSale,903,37460
245573792000,244539266000,17958281000,2024-02-15,MarginPurchaseMoney,187576000,16736179000
286898,270855,11716,2024-02-16,ShortSale,893,28652
247787773000,245573802000,18063025000,2024-02-16,MarginPurchaseMoney,172744000,15676310000
7866520,7879004,326654,2024-02-16,MarginPurchase,7057,332081
7904468,7866517,368558,2024-02-19,MarginPurchase,8767,321840
267576,286898,16767,2024-02-19,ShortSale,21323,18768
250961873000,247787763000,17833635000,2024-02-19,MarginPurchaseMoney,330731000,14328794000
7947318,7904458,310086,2024-02-20,MarginPurchase,8250,258976
265370,267576,15370,2024-02-20,ShortSale,2906,16070
252605441000,250961873000,14492125000,2024-02-20,MarginPurchaseMoney,270660000,12577897000
254128306000,252605268000,14533662000,2024-02-21,MarginPurchaseMoney,210327000,12800297000
7929754,7947312,312419,2024-02-21,MarginPurchase,5984,323993
273338,265370,16401,2024-02-21,ShortSale,1476,25845
255220537000,254128306000,16528564000,2024-02-22,MarginPurchaseMoney,177519000,15258814000
271010,273338,15427,2024-02-22,ShortSale,1906,15005
7978158,7929746,341163,2024-02-22,MarginPurchase,5047,287704
7946790,7978150,322433,2024-02-23,MarginPurchase,6412,347381
266318,271010,18382,2024-02-23,ShortSale,3490,17180
253636821000,255220537000,16218919000,2024-02-23,MarginPurchaseMoney,257806000,17544829000
7977365,7946785,310065,2024-02-26,MarginPurchase,4321,275164
266577,266317,15117,2024-02-26,ShortSale,2986,18363
256076413000,253636821000,15547907000,2024-02-26,MarginPurchaseMoney,192823000,12915492000
260689,266577,21354,2024-02-27,ShortSale,1429,16895
254711190000,256076413000,16146723000,2024-02-27,MarginPurchaseMoney,364382000,17147564000
7956472,7977360,313438,2024-02-27,MarginPurchase,10234,324092
7998657,7956467,296679,2024-02-29,MarginPurchase,4065,250424
270477,260689,12882,2024-02-29,ShortSale,2585,25255
257050729000,254711190000,15179609000,2024-02-29,MarginPurchaseMoney,158585000,12681485000
8000937,7998653,295207,2024-03-01,MarginPurchase,12008,280915
271418,270477,18267,2024-03-01,ShortSale,1285,20493
257180305000,257050729000,16863895000,2024-03-01,MarginPurchaseMoney,318372000,16415947000
258584531000,257180111000,21341056000,2024-03-04,MarginPurchaseMoney,146325000,19790311000
8051172,8000931,402929,2024-03-04,MarginPurchase,3985,348703
265251,271418,19908,2024-03-04,ShortSale,2369,16110
259427370000,258584531000,16715470000,2024-03-05,MarginPurchaseMoney,413558000,15459073000
269481,265251,13264,2024-03-05,ShortSale,4942,22436
8053729,8051169,339178,2024-03-05,MarginPurchase,13690,322928
8076467,8053727,352997,2024-03-06,MarginPurchase,4928,325329
272738,269463,17589,2024-03-06,ShortSale,3274,24138
260731246000,259427370000,17624223000,2024-03-06,MarginPurchaseMoney,211342000,16109004000
8052860,8076458,395663,2024-03-07,MarginPurchase,6272,412989
261517,272738,25796,2024-03-07,ShortSale,2551,17126
260291774000,260731246000,18984337000,2024-03-07,MarginPurchaseMoney,172435000,19251373000
245663,261517,29600,2024-03-08,ShortSale,3066,16812
255485990000,260292246000,16559621000,2024-03-08,MarginPurchaseMoney,234751000,21131126000
8020347,8052860,373495,2024-03-08,MarginPurchase,6044,399964
8070245,8020343,319413,2024-03-11,MarginPurchase,5703,263808
244415,245663,16572,2024-03-11,ShortSale,3335,18659
259204020000,255485945000,15640514000,2024-03-11,MarginPurchaseMoney,239015000,11683424000
8113705,8070244,379249,2024-03-12,MarginPurchase,3765,332023
242962,244415,16331,2024-03-12,ShortSale,4975,19853
265284534000,259204020000,20410189000,2024-03-12,MarginPurchaseMoney,133066000,14196609000
263637637000,265284534000,19939173000,2024-03-13,MarginPurchaseMoney,390541000,21195529000
8133622,8113705,411948,2024-03-13,MarginPurchase,6444,385587
229169,242962,27882,2024-03-13,ShortSale,4110,18199
263153321000,263637637000,14807747000,2024-03-14,MarginPurchaseMoney,135062000,15157001000
224128,229168,21489,2024-03-14,ShortSale,1911,18360
8205821,8133616,381368,2024-03-14,MarginPurchase,3616,305547
8245281,8205819,343301,2024-03-15,MarginPurchase,5899,297940
213697,224128,25141,2024-03-15,ShortSale,3966,18676
266198701000,263153321000,16430083000,2024-03-15,MarginPurchaseMoney,217678000,13167025000
8293257,8245280,314434,2024-03-18,MarginPurchase,5673,260784
196398,213697,27012,2024-03-18,ShortSale,4879,14592
269745664000,266198701000,15982461000,2024-03-18,MarginPurchaseMoney,195203000,12240294000
185546,196398,19236,2024-03-19,ShortSale,1853,10237
272006801000,269745664000,17869080000,2024-03-19,MarginPurchaseMoney,193329000,15414614000
8354871,8293254,348733,2024-03-19,MarginPurchase,3832,283284
8386291,8354869,397991,2024-03-20,MarginPurchase,5259,361310
174668,185546,20132,2024-03-20,ShortSale,2641,11895
273262861000,272006801000,20456687000,2024-03-20,MarginPurchaseMoney,228042000,18972585000
8412402,8386289,422658,2024-03-21,MarginPurchase,4788,391757
165762,174668,21366,2024-03-21,ShortSale,3308,15768
277077501000,273262861000,21096047000,2024-03-21,MarginPurchaseMoney,247991000,17033416000
277985694000,277077501000,20062660000,2024-03-22,MarginPurchaseMoney,195499000,18958968000
8487400,8412401,472186,2024-03-22,MarginPurchase,6602,390585
144557,165762,30738,2024-03-22,ShortSale,4395,13928
139845,144569,16188,2024-03-25,ShortSale,1990,13454
279508015000,277985684000,18447245000,2024-03-25,MarginPurchaseMoney,162761000,16762153000
8504819,8487397,360985,2024-03-25,MarginPurchase,4986,338577
8399439,8504817,372068,2024-03-26,MarginPurchase,6321,471125
144198,139845,14158,2024-03-26,ShortSale,1607,20118
276395122000,279508015000,19541988000,2024-03-26,MarginPurchaseMoney,203629000,22451252000
8465782,8399437,368714,2024-03-27,MarginPurchase,3915,298454
147169,144198,13886,2024-03-27,ShortSale,1981,18838
279423806000,276395122000,18471513000,2024-03-27,MarginPurchaseMoney,171980000,15270849000
154833,147169,12460,2024-03-28,ShortSale,4746,24870
280891238000,279423806000,18794772000,2024-03-28,MarginPurchaseMoney,171689000,17155651000
8494290,8465781,376107,2024-03-28,MarginPurchase,5565,342033
8399127,8494290,294357,2024-03-29,MarginPurchase,7089,382431
173147,154833,11342,2024-03-29,ShortSale,6610,36266
276822302000,280891191000,17036225000,2024-03-29,MarginPurchaseMoney,245733000,20859381000
8404829,8398628,295615,2024-04-01,MarginPurchase,5260,284154
175649,173147,17167,2024-04-01,ShortSale,4445,24114
279105823000,276822010000,16024931000,2024-04-01,MarginPurchaseMoney,150842000,13590276000
281265696000,279107539000,17470008000,2024-04-02,MarginPurchaseMoney,486273000,14825578000
8452777,8404825,347959,2024-04-02,MarginPurchase,6718,293289
171715,175649,20517,2024-04-02,ShortSale,6283,22866
282880501000,281265696000,14880759000,2024-04-03,MarginPurchaseMoney,227739000,13038215000
156851,171715,24833,2024-04-03,ShortSale,2851,12820
8496076,8452775,308788,2024-04-03,MarginPurchase,5886,259601
8508333,8496073,320474,2024-04-08,MarginPurchase,7167,301047
153487,156851,17670,2024-04-08,ShortSale,4033,18339
283664720000,282880501000,16765857000,2024-04-08,MarginPurchaseMoney,381292000,15600346000
8549508,8508332,448991,2024-04-09,MarginPurchase,3231,404584
151534,153487,15252,2024-04-09,ShortSale,4401,17700
284596762000,283664720000,18930346000,2024-04-09,MarginPurchaseMoney,138565000,17859739000
156403,151534,13789,2024-04-10,ShortSale,2298,20956
284238447000,284596762000,17888932000,2024-04-10,MarginPurchaseMoney,207057000,18040190000
8503704,8549506,371466,2024-04-10,MarginPurchase,4953,412315
8534798,8503699,381838,2024-04-11,MarginPurchase,5415,345324
159232,156402,21676,2024-04-11,ShortSale,2996,27502
284108496000,284238447000,16486667000,2024-04-11,MarginPurchaseMoney,176159000,16440459000
8567921,8534797,403093,2024-04-12,MarginPurchase,9976,359993
158251,159232,23257,2024-04-12,ShortSale,2001,24277
286582653000,284108496000,19369454000,2024-04-12,MarginPurchaseMoney,570331000,16324966000
285703671000,286582660000,17441891000,2024-04-15,MarginPurchaseMoney,217361000,18103519000
8543613,8567919,371506,2024-04-15,MarginPurchase,4993,390819
148637,158248,21368,2024-04-15,ShortSale,8476,20233
279599862000,285703595000,16058565000,2024-04-16,MarginPurchaseMoney,346419000,21815879000
141785,148637,31032,2024-04-16,ShortSale,2024,26204
8362299,8543610,380399,2024-04-16,MarginPurchase,12078,549632
8441996,8362296,365868,2024-04-17,MarginPurchase,4656,281512
155145,141785,12365,2024-04-17,ShortSale,2067,27792
283729847000,279599859000,16669059000,2024-04-17,MarginPurchaseMoney,305654000,12233417000
8480732,8441996,405117,2024-04-18,MarginPurchase,10018,356363
162019,155145,15652,2024-04-18,ShortSale,7720,30246
285642609000,283729847000,16849858000,2024-04-18,MarginPurchaseMoney,265716000,14671380000
152670,162019,33127,2024-04-19,ShortSale,4297,28075
282037111000,285642609000,20441049000,2024-04-19,MarginPurchaseMoney,223590000,23822957000
8390634,8480731,481284,2024-04-19,MarginPurchase,3345,568036
8321974,8390633,399523,2024-04-22,MarginPurchase,6628,461554
156655,152670,21565,2024-04-22,ShortSale,2254,27804
277592877000,282037111000,14125579000,2024-04-22,MarginPurchaseMoney,342421000,18227392000
8297145,8321974,277388,2024-04-23,MarginPurchase,3876,298341
166755,156655,18381,2024-04-23,ShortSale,1280,29761
277097621000,277592877000,10268598000,2024-04-23,MarginPurchaseMoney,308746000,10455108000
279213827000,277097621000,16724322000,2024-04-24,MarginPurchaseMoney,176289000,14431827000
8352373,8297142,422964,2024-04-24,MarginPurchase,3793,363940
175185,166755,25181,2024-04-24,ShortSale,145,33756
280494004000,279213822000,13428017000,2024-04-25,MarginPurchaseMoney,271171000,11876664000
185529,175188,14592,2024-04-25,ShortSale,313,25246
8330448,8352373,304991,2024-04-25,MarginPurchase,8746,318170
8395505,8330445,448261,2024-04-26,MarginPurchase,3999,379202
199418,185529,14783,2024-04-26,ShortSale,686,29358
281954935000,280494003000,16517059000,2024-04-26,MarginPurchaseMoney,168308000,14887818000
8440264,8395504,499065,2024-04-29,MarginPurchase,3722,450583
206443,199415,15341,2024-04-29,ShortSale,298,22667
282639311000,281954935000,16612551000,2024-04-29,MarginPurchaseMoney,125714000,15802461000
207167,206443,17081,2024-04-30,ShortSale,1249,19054
283890973000,282639311000,13526796000,2024-04-30,MarginPurchaseMoney,149924000,12125210000
8450364,8440262,346143,2024-04-30,MarginPurchase,4338,331703
8509997,8450364,425397,2024-05-02,MarginPurchase,3823,361941
212700,207167,18484,2024-05-02,ShortSale,855,24872
287091200000,283890973000,16101377000,2024-05-02,MarginPurchaseMoney,115514000,12785636000
8486053,8509995,367906,2024-05-03,MarginPurchase,4434,387414
221482,212700,17318,2024-05-03,ShortSale,828,26928
287756416000,287091030000,15268801000,2024-05-03,MarginPurchaseMoney,189504000,14413911000
289184522000,287756411000,17424672000,2024-05-06,MarginPurchaseMoney,116891000,15879670000
8560551,8486052,436568,2024-05-06,MarginPurchase,3110,358959
224536,221172,20663,2024-05-06,ShortSale,267,24294
223857,224532,23688,2024-05-07,ShortSale,1172,24185
289186701000,289184522000,15353822000,2024-05-07,MarginPurchaseMoney,230095000,15121548000
8532601,8560547,355405,2024-05-07,MarginPurchase,6245,377106
230222,223857,16660,2024-05-08,ShortSale,708,23733
290416728000,289186664000,15161685000,2024-05-08,MarginPurchaseMoney,187084000,13744537000
8569203,8532599,374983,2024-05-08,MarginPurchase,6827,331552
8562862,8569201,331627,2024-05-09,MarginPurchase,3617,334349
236077,230222,18849,2024-05-09,ShortSale,1583,26287
289983074000,290417828000,15103387000,2024-05-09,MarginPurchaseMoney,192782000,15345359000
8602906,8562859,410038,2024-05-10,MarginPurchase,5264,364727
248103,236077,20548,2024-05-10,ShortSale,1374,33948
291968216000,289983064000,15824532000,2024-05-10,MarginPurchaseMoney,243084000,13596296000
248308,248103,23582,2024-05-13,ShortSale,936,24723
289574837000,291968216000,14440184000,2024-05-13,MarginPurchaseMoney,331648000,16501915000
8580854,8602905,375507,2024-05-13,MarginPurchase,6305,391253
8550672,8580853,344436,2024-05-14,MarginPurchase,15697,358920
253374,248308,20625,2024-05-14,ShortSale,1542,27233
290846460000,289574837000,15913126000,2024-05-14,MarginPurchaseMoney,353800000,14287703000
8515510,8550672,382284,2024-05-15,MarginPurchase,4023,413423
254231,253374,23452,2024-05-15,ShortSale,1371,25680
289642159000,290846382000,16687416000,2024-05-15,MarginPurchaseMoney,160267000,17731372000
289973804000,289642159000,19060500000,2024-05-16,MarginPurchaseMoney,119703000,18609152000
8528851,8515509,437497,2024-05-16,MarginPurchase,5092,419063
262819,254231,21555,2024-05-16,ShortSale,711,30854
290847960000,289973977000,14431432000,2024-05-17,MarginPurchaseMoney,220981000,13336468000
263771,262819,20018,2024-05-17,ShortSale,1288,22258
8548673,8528849,375476,2024-05-17,MarginPurchase,5136,350516
8547258,8548670,360281,2024-05-20,MarginPurchase,5135,356558
268500,263771,16154,2024-05-20,ShortSale,1788,22671
290049785000,290847960000,13991925000,2024-05-20,MarginPurchaseMoney,143328000,14646772000
8557366,8547255,343233,2024-05-21,MarginPurchase,5450,327672
266682,268500,21432,2024-05-21,ShortSale,1270,20884
290441319000,290049785000,13144815000,2024-05-21,MarginPurchaseMoney,166418000,12586863000
268793,266682,20378,2024-05-22,ShortSale,995,23484
291609298000,290441319000,16033669000,2024-05-22,MarginPurchaseMoney,213162000,14652528000
8583889,8557366,412619,2024-05-22,MarginPurchase,5382,380714
8575318,8583889,420414,2024-05-23,MarginPurchase,4646,424339
260501,268793,28735,2024-05-23,ShortSale,958,21401
291610473000,291609298000,19011008000,2024-05-23,MarginPurchaseMoney,153454000,18856379000
8623993,8575317,346362,2024-05-24,MarginPurchase,4605,293081
264187,260501,22883,2024-05-24,ShortSale,1431,28000
293822343000,291610473000,15572559000,2024-05-24,MarginPurchaseMoney,241970000,13118719000
298574843000,293822343000,21943136000,2024-05-27,MarginPurchaseMoney,174535000,17016101000
8661091,8623991,425320,2024-05-27,MarginPurchase,3856,384364
265126,264187,15993,2024-05-27,ShortSale,1008,17940
265167,265126,15206,2024-05-28,ShortSale,4674,19921
298557388000,298574843000,19980316000,2024-05-28,MarginPurchaseMoney,266129000,19731642000
8639431,8661090,404118,2024-05-28,MarginPurchase,6296,419481
8665656,8639429,422933,2024-05-29,MarginPurchase,3738,392968
265338,265167,18384,2024-05-29,ShortSale,909,19464
298691555000,298557388000,18450886000,2024-05-29,MarginPurchaseMoney,164018000,18152701000
8674202,8665656,361398,2024-05-30,MarginPurchase,5190,347662
261098,265338,22011,2024-05-30,ShortSale,1921,19692
299032337000,298691555000,15188622000,2024-05-30,MarginPurchaseMoney,226713000,14621127000
261231,261098,20574,2024-05-31,ShortSale,1271,21978
299532435000,299032337000,17444051000,2024-05-31,MarginPurchaseMoney,197117000,16746835000
8670966,8674200,370178,2024-05-31,MarginPurchase,5655,367757
8751003,8670963,385420,2024-06-03,MarginPurchase,3932,301448
267927,261231,14315,2024-06-03,ShortSale,2469,23480
301237821000,299532567000,16749385000,2024-06-03,MarginPurchaseMoney,197042000,14847089000
8749499,8751001,369812,2024-06-04,MarginPurchase,4986,366328
267852,267927,20927,2024-06-04,ShortSale,7844,28696
300628955000,301237821000,16052058000,2024-06-04,MarginPurchaseMoney,154299000,16506625000
302355018000,300628955000,14699554000,2024-06-05,MarginPurchaseMoney,492229000,12481262000
8779475,8749496,330192,2024-06-05,MarginPurchase,10109,290104
265031,267852,21907,2024-06-05,ShortSale,1270,20356
303619654000,302355018000,17490176000,2024-06-06,MarginPurchaseMoney,188083000,16037457000
257654,265031,22337,2024-06-06,ShortSale,4669,19629
8848475,8779475,412063,2024-06-06,MarginPurchase,5695,337368
8844634,8848474,382444,2024-06-07,MarginPurchase,10560,375724
263016,257654,16768,2024-06-07,ShortSale,3561,25691
304633093000,303619654000,16363207000,2024-06-07,MarginPurchaseMoney,424948000,14924820000
8830278,8844633,403302,2024-06-11,MarginPurchase,3769,413888
258531,263016,24540,2024-06-11,ShortSale,7870,27925
303408228000,304633093000,16491716000,2024-06-11,MarginPurchaseMoney,145739000,17570842000
252464,258531,27349,2024-06-12,ShortSale,3156,24438
303614391000,303408228000,15929029000,2024-06-12,MarginPurchaseMoney,224945000,15497921000
8836293,8830277,336611,2024-06-12,MarginPurchase,5856,324739
8834089,8836289,358990,2024-06-13,MarginPurchase,7946,353244
262334,252464,16035,2024-06-13,ShortSale,1053,26958
304361363000,303614391000,18983844000,2024-06-13,MarginPurchaseMoney,189564000,18047308000
8874357,8834088,365415,2024-06-14,MarginPurchase,4376,320770
265437,262334,16498,2024-06-14,ShortSale,5728,25329
306531783000,304361363000,19292022000,2024-06-14,MarginPurchaseMoney,195795000,16925807000
307628696000,306531783000,18888805000,2024-06-17,MarginPurchaseMoney,285771000,17506121000
8894300,8874356,396913,2024-06-17,MarginPurchase,8450,368519
264976,265437,15284,2024-06-17,ShortSale,3146,17969
268507,264883,15147,2024-06-18,ShortSale,4689,23460
308114023000,307628696000,17474989000,2024-06-18,MarginPurchaseMoney,136364000,16853298000
8904721,8894300,364539,2024-06-18,MarginPurchase,3638,350480
309452784000,308114023000,22082477000,2024-06-19,MarginPurchaseMoney,158563000,20585153000
263390,268507,22574,2024-06-19,ShortSale,1779,19236
8889979,8904720,443607,2024-06-19,MarginPurchase,4729,453619
8905034,8889978,360147,2024-06-20,MarginPurchase,7425,337666
271902,263390,16074,2024-06-20,ShortSale,1807,26393
311708725000,309452784000,20127876000,2024-06-20,MarginPurchaseMoney,218539000,17653396000
8958901,8905012,448105,2024-06-21,MarginPurchase,5465,388751
270151,271902,20984,2024-06-21,ShortSale,2391,21624
315207621000,311708725000,20633753000,2024-06-21,MarginPurchaseMoney,176036000,16958820000
253199,270151,23346,2024-06-24,ShortSale,10365,16759
315220677000,315207621000,17706643000,2024-06-24,MarginPurchaseMoney,183504000,17510083000
8909964,8958899,366012,2024-06-24,MarginPurchase,4286,410661
8909090,8909963,301541,2024-06-25,MarginPurchase,7576,294838
243343,253199,22651,2024-06-25,ShortSale,6108,18903
317177342000,315217996000,14797545000,2024-06-25,MarginPurchaseMoney,367859000,12470340000
8941967,8909089,327705,2024-06-26,MarginPurchase,8468,286359
241516,243343,16710,2024-06-26,ShortSale,4761,19644
317565136000,317177342000,17066411000,2024-06-26,MarginPurchaseMoney,276888000,16401729000
317982947000,317565136000,14778786000,2024-06-27,MarginPurchaseMoney,274503000,14086472000
8942734,8941966,324609,2024-06-27,MarginPurchase,4149,319692
231507,241516,19624,2024-06-27,ShortSale,6422,16037
317993692000,317982945000,15345390000,2024-06-28,MarginPurchaseMoney,299652000,15034991000
226090,231507,16990,2024-06-28,ShortSale,4758,16331
8961515,8942733,303362,2024-06-28,MarginPurchase,8708,275872
8996026,8961514,336439,2024-07-01,MarginPurchase,4068,297859
213897,226090,20134,2024-07-01,ShortSale,9259,17200
320183294000,317993692000,17634531000,2024-07-01,MarginPurchaseMoney,165521000,15279408000
9061770,8996030,363212,2024-07-02,MarginPurchase,4487,292985
216213,213896,18781,2024-07-02,ShortSale,3142,24240
321957358000,320183333000,16432159000,2024-07-02,MarginPurchaseMoney,183185000,14474949000
217706,216213,19844,2024-07-03,ShortSale,5563,26900
325382912000,321957358000,19498956000,2024-07-03,MarginPurchaseMoney,155112000,15918290000
9111599,9061768,410307,2024-07-03,MarginPurchase,5245,355231
9133537,9111598,447724,2024-07-04,MarginPurchase,4883,420902
219934,217706,16522,2024-07-04,ShortSale,6282,25032
326590178000,325382912000,21651801000,2024-07-04,MarginPurchaseMoney,147411000,20297124000
9155045,9133537,469523,2024-07-05,MarginPurchase,5172,442843
226734,219934,20147,2024-07-05,ShortSale,4158,31105
328575653000,326590178000,21213034000,2024-07-05,MarginPurchaseMoney,231627000,18995932000
9212230,9166040,525243,2024-07-08,MarginPurchase,4225,474828
219995,227055,24465,2024-07-08,ShortSale,6952,24357
330689243000,329014812000,23699779000,2024-07-08,MarginPurchaseMoney,216987000,21808361000
328711597000,330250084000,20461650000,2024-07-09,MarginPurchaseMoney,142976000,21857161000
205249,219673,28772,2024-07-09,ShortSale,5581,19929
9160526,9201289,471263,2024-07-09,MarginPurchase,2944,509082
9215805,9160526,432402,2024-07-10,MarginPurchase,4834,372289
210113,205249,14268,2024-07-10,ShortSale,3578,22710
331985335000,328711597000,20250242000,2024-07-10,MarginPurchaseMoney,186297000,16790207000
9274445,9215805,520590,2024-07-11,MarginPurchase,5184,456766
218622,210113,14972,2024-07-11,ShortSale,4651,28132
334542120000,331985335000,24372399000,2024-07-11,MarginPurchaseMoney,209810000,21605804000
333684925000,334542119000,20169261000,2024-07-12,MarginPurchaseMoney,180508000,20845947000
224653,218621,21226,2024-07-12,ShortSale,3442,30700
9238730,9274443,463361,2024-07-12,MarginPurchase,5030,494044
9301546,9238716,449624,2024-07-15,MarginPurchase,4408,382386
217596,224639,24239,2024-07-15,ShortSale,2747,19943
335092411000,333684616000,17743212000,2024-07-15,MarginPurchaseMoney,181814000,16153603000
9351970,9301544,413360,2024-07-16,MarginPurchase,4114,358820
218432,217596,17738,2024-07-16,ShortSale,3837,22411
335880055000,335092411000,18304075000,2024-07-16,MarginPurchaseMoney,199642000,17316789000
340495549000,335883797000,21368051000,2024-07-17,MarginPurchaseMoney,184195000,16572104000
223554,218431,18310,2024-07-17,ShortSale,3330,26763
9418512,9351969,499456,2024-07-17,MarginPurchase,3418,429495
9364856,9418511,391450,2024-07-18,MarginPurchase,3856,441249
214158,223554,28177,2024-07-18,ShortSale,1550,20331
340041155000,340495549000,18456601000,2024-07-18,MarginPurchaseMoney,187581000,18723414000
9262317,9364854,395172,2024-07-19,MarginPurchase,6070,491639
203609,214158,29196,2024-07-19,ShortSale,3485,22132
336866469000,340041041000,16421789000,2024-07-19,MarginPurchaseMoney,289062000,19307300000
331601598000,336866432000,16393422000,2024-07-22,MarginPurchaseMoney,429220000,21229036000
196780,203609,30672,2024-07-22,ShortSale,3292,27135
