,產業別,股票代碼,股票名稱,市場別,更新日期
3045,生技醫療業,6659,天明製藥,emerging,2026-01-17
3046,生技醫療業,6661,威健生技,tpex,2026-01-17
3047,生技醫療業,6662,樂斯科,tpex,2026-01-17
3048,電子零組件業,6664,群翊,tpex,2026-01-17
3049,生技醫療業,6665,康聯生醫,emerging,2026-01-17
3050,生技醫療業,6666,羅麗芬-KY,twse,2026-01-17
3051,化學生技醫療,6666,羅麗芬-KY,twse,2026-01-17
3052,其他電子類,6667,信紘科,tpex,2026-01-17
3053,電子工業,6668,中揚光,twse,2026-01-17
3054,光電業,6668,中揚光,twse,2026-01-17
3055,電腦及週邊設備業,6669,緯穎,twse,2026-01-17
3056,電子工業,6669,緯穎,twse,2026-01-17
3057,其他,6670,復盛應用,twse,2023-06-30
3058,運動休閒,6670,復盛應用,twse,2026-01-17
3059,居家生活,6671,三能-KY,twse,2026-01-17
3060,其他,6671,三能-KY,twse,2023-06-30
3061,電子零組件業,6672,騰輝電子-KY,twse,2026-01-17
3062,電子工業,6672,騰輝電子-KY,twse,2026-01-17
3063,光電業,6673,和詮,emerging,2026-01-17
3064,電子工業,6674,鋐寶科技,twse,2026-01-17
3065,通信網路業,6674,鋐寶科技,twse,2026-01-17
3066,生技醫療業,6676,祥翊,emerging,2026-01-17
3067,生技醫療業,6677,瑩碩生技,emerging,2026-01-17
3068,半導體業,6679,鈺太,tpex,2026-01-17
3069,電腦及週邊設備業,6680,鑫創電子,tpex,2026-01-17
3070,光電業,6682,華旭先進,emerging,2026-01-17
3071,半導體業,6683,雍智科技,tpex,2026-01-17
3072,半導體業,6684,安格,tpex,2026-01-17
3073,數位雲端,6689,伊雲谷,twse,2026-01-17
3074,電子工業,6689,伊雲谷,twse,2023-06-30
3075,其他電子業,6689,伊雲谷,twse,2023-06-30
3076,數位雲端類,6690,安碁資訊,tpex,2026-01-17
3077,資訊服務業,6690,安碁資訊,tpex,2023-07-05
3078,電子工業,6691,洋基工程,twse,2026-01-17
3079,其他電子業,6691,洋基工程,twse,2026-01-17
3080,綠能環保類,6692,進能服,tpex,2026-01-17
3081,半導體業,6693,廣閎科,tpex,2026-01-17
3082,半導體業,6695,芯鼎,twse,2026-01-17
3083,電子工業,6695,芯鼎,twse,2026-01-17
3084,生技醫療業,6696,仁新,emerging,2026-01-17
3085,資訊服務業,6697,東捷資訊,tpex,2026-01-17
3086,電子工業,6698,旭暉應材,twse,2026-01-17
3087,其他電子業,6698,旭暉應材,twse,2026-01-17
3088,半導體業,6699,奇邑,emerging,2025-11-13
3089,航運業,6702,興航,twse,2024-12-04
3090,生技醫療業,6703,軒郁,tpex,2026-01-17
3091,生技醫療業,6704,國璽幹細胞,emerging,2026-01-17
3092,電機機械,6705,振躍精密,emerging,2026-01-17
3093,光電業,6706,惠特,twse,2026-01-17
3094,電子工業,6706,惠特,twse,2026-01-17
3095,電子通路業,6707,富基電通,emerging,2026-01-17
3096,半導體業,6708,天擎,tpex,2026-01-17
3097,生技醫療業,6709,昱厚生技,emerging,2026-01-17
3098,生技醫療業,6712,長聖,tpex,2026-01-17
3099,電子零組件業,6715,嘉基,twse,2026-01-17
3100,電子工業,6715,嘉基,twse,2026-01-17
3101,半導體業,6716,應廣,tpex,2026-01-17
3102,半導體業,6719,力智,twse,2026-01-17
3103,電子工業,6719,力智,twse,2026-01-17
3104,半導體業,6720,久昌,tpex,2026-01-17
3105,其他,6721,信實,tpex,2026-01-17
3106,電子工業,6722,輝創,twse,2026-01-17
3107,其他電子業,6722,輝創,twse,2026-01-17
3108,綠能環保,6723,傑智環境,emerging,2026-01-17
3109,其他電子業,6725,矽科宏晟,emerging,2025-12-29
3110,其他電子類,6725,矽科宏晟,tpex,2026-01-17
3111,電子零組件業,6727,亞泰金屬,tpex,2026-01-17
3112,貿易百貨,6728,上洋,tpex,2023-06-29
3113,居家生活類,6728,上洋,tpex,2026-01-17
3114,光電業,6729,機光科技,emerging,2026-01-17
3115,生技醫療業,6730,常廣,tpex,2026-01-17
3116,半導體業,6732,昇佳電子,tpex,2026-01-17
3117,生技醫療業,6733,博晟生醫,tpex,2026-01-17
3118,生技醫療業,6734,安盛生,emerging,2026-01-17
3119,其他電子類,6735,美達科技,tpex,2026-01-17
3120,電腦及週邊設備業,6737,秀育,emerging,2026-01-17
3121,資訊服務業,6738,鼎恒,emerging,2026-01-17
3122,其他電子類,6739,竹陞科技,tpex,2026-01-17
3123,其他電子業,6739,竹陞科技,emerging,2024-08-30
3124,數位雲端類,6741,91APP*-KY,tpex,2026-01-17
3125,電子商務業,6741,91APP*-KY,tpex,2023-06-29
3126,電子工業,6742,澤米,twse,2026-01-17
3127,光電業,6742,澤米,twse,2026-01-17
3128,其他電子業,6743,安普新,twse,2026-01-17
3129,電子工業,6743,安普新,twse,2026-01-17
3130,生技醫療業,6744,豐技生技,emerging,2026-01-17
3131,生技醫療業,6747,亨泰光,tpex,2025-11-29
3132,生技醫療業,6748,亞果生醫,emerging,2026-01-17
3133,其他電子業,6750,泰創工程,emerging,2026-01-17
3134,資訊服務業,6751,智聯服務,tpex,2026-01-17
3135,資訊服務業,6752,叡揚,tpex,2026-01-17
3136,航運業,6753,龍德造船,twse,2026-01-17
3137,其他,6754,匯僑設計,twse,2023-06-30
3138,居家生活,6754,匯僑設計,twse,2026-01-17
3139,電子零組件業,6755,連鋐科技,emerging,2026-01-17
3140,半導體業,6756,威鋒電子,twse,2026-01-17
3141,電子工業,6756,威鋒電子,twse,2026-01-17
3142,創新版股票,6757,台灣虎航-創,twse,2024-11-28
3143,航運業,6757,台灣虎航,twse,2026-01-17
3144,生技醫療業,6758,冠亞,emerging,2026-01-17
3145,電子零組件業,6761,穩得,tpex,2026-01-17
3146,生技醫療業,6762,達亞,tpex,2026-01-17
3147,數位雲端類,6763,綠界科技*,tpex,2026-01-17
3148,電子商務業,6763,綠界科技,tpex,2023-06-29
3149,其他,6764,亞洲教育,emerging,2025-12-23
3150,生技醫療業,6767,台微醫,tpex,2026-01-17
3151,運動休閒,6768,志強-KY,twse,2026-01-17
3152,其他,6768,志強-KY,twse,2023-06-30
3153,電子工業,6770,力積電,twse,2026-01-17
3154,半導體業,6770,力積電,twse,2026-01-17
3155,創新版股票,6771,平和環保-創,twse,2024-12-04
3156,綠能環保,6771,平和環保-創,twse,2026-01-17
3157,創新板股票,6771,平和環保-創,twse,2026-01-17
3158,光電業,6775,穎台科技,emerging,2026-01-17
3159,電子工業,6776,展碁國際,twse,2026-01-17
3160,電子通路業,6776,展碁國際,twse,2026-01-17
3161,文化創意業,6780,學習王,emerging,2026-01-17
3162,電子零組件業,6781,AES-KY,twse,2026-01-17
3163,電子工業,6781,AES-KY,twse,2026-01-17
3164,化學生技醫療,6782,視陽,twse,2026-01-17
3165,生技醫療業,6782,視陽,twse,2026-01-17
3166,通信網路業,6784,天凱科技,emerging,2026-01-17
3167,生技醫療業,6785,昱展新藥,tpex,2026-01-17
3168,半導體業,6786,芯測,emerging,2026-01-17
3169,光電業,6787,晶瑞光,emerging,2026-01-17
3170,半導體業,6788,華景電,tpex,2026-01-17
3171,半導體業,6789,采鈺,twse,2026-01-17
3172,電子工業,6789,采鈺,twse,2026-01-17
3173,造紙工業,6790,永豐實,twse,2026-01-17
3174,資訊服務業,6791,虎門科技,tpex,2026-01-17
3175,電子工業,6792,詠業,twse,2026-01-17
3176,通信網路業,6792,詠業,twse,2026-01-17
3177,其他,6793,天力離岸,emerging,2026-01-17
3178,生技醫療業,6794,向榮生技,twse,2026-01-17
3179,創新板股票,6794,向榮生技-創,twse,2025-10-16
3180,創新版股票,6794,向榮生技-創,twse,2024-12-04
3181,化學生技醫療,6794,向榮生技,twse,2026-01-17
3182,化學生技醫療,6796,晉弘,twse,2026-01-17
3183,生技醫療業,6796,晉弘,twse,2026-01-17
3184,生技醫療業,6797,圓點奈米,emerging,2026-01-17
3185,運動休閒,6798,展逸,emerging,2026-01-17
3186,電子工業,6799,來頡,twse,2026-01-17
3187,半導體業,6799,來頡,twse,2026-01-17
3188,其他,6803,崑鼎,tpex,2023-07-05
3189,綠能環保類,6803,崑鼎,tpex,2026-01-17
3190,其他,6804,明係,tpex,2023-07-05
3191,運動休閒類,6804,明係,tpex,2026-01-17
3192,電子工業,6805,富世達,twse,2026-01-17
3193,電子零組件業,6805,富世達,twse,2026-01-17
3194,綠能環保,6806,森崴能源,twse,2026-01-17
3195,其他,6806,森崴能源,twse,2023-06-30
3196,居家生活,6807,峰源-KY,twse,2026-01-17
3197,其他,6807,峰源-KY,twse,2023-06-30
3198,生技醫療業,6808,三鼎生技,emerging,2026-01-17
3199,生技醫療業,6810,新穎生醫,emerging,2026-01-17
3200,數位雲端類,6811,宏碁資訊,tpex,2026-01-17
3201,資訊服務業,6811,宏碁資訊,tpex,2023-07-05
3202,光電業,6812,梭特,emerging,2026-01-17
3203,電腦及週邊設備業,6813,富動科,emerging,2024-06-13
3204,生技醫療業,6814,路迦生醫,emerging,2026-01-17
3205,生技醫療業,6815,晶鑽生醫,emerging,2026-01-17
3206,資訊服務業,6816,捷智商訊,emerging,2026-01-17
3207,生技醫療業,6817,溫士頓,emerging,2026-01-17
3208,通信網路業,6818,連騰,emerging,2026-01-17
3209,半導體業,6819,眾智,emerging,2026-01-17
3210,通信網路業,6820,連訊,emerging,2026-01-17
3211,電子零組件業,6821,聯寶,tpex,2026-01-17
3212,半導體業,6823,濾能,tpex,2026-01-17
3213,電腦及週邊設備業,6825,和暢科技,emerging,2026-01-17
3214,其他電子業,6826,和淞,emerging,2026-01-17
3215,生技醫療業,6827,巨生醫,emerging,2026-01-17
3216,半導體業,6829,千附精密,tpex,2026-01-17
3217,電機機械,6829,千附精密,tpex,2025-06-01
3218,電子工業,6830,汎銓,twse,2026-01-17
3219,其他電子業,6830,汎銓,twse,2026-01-17
3220,電腦及週邊設備業,6831,邁科,twse,2026-01-17
3221,電子工業,6831,邁科,twse,2026-01-17
3222,其他,6832,金鼎科,emerging,2026-01-17
3223,電子零組件業,6833,太康精密,emerging,2026-01-17
3224,電子工業,6834,天二科技,twse,2026-01-17
3225,電子零組件業,6834,天二科技,twse,2026-01-17
3226,電子零組件業,6835,圓裕,twse,2026-01-17
3227,電子工業,6835,圓裕,twse,2026-01-17
3228,化學生技醫療,6838,台新藥,twse,2026-01-17
3229,生技醫療業,6838,台新藥,twse,2026-01-17
3230,綠能環保,6839,開陽能源,emerging,2026-01-17
3231,其他電子類,6840,東研信超,tpex,2026-01-17
3232,生技醫療業,6841,長佳智能,tpex,2026-01-17
3233,半導體業,6842,瑞宇,emerging,2026-01-17
3234,電機機械,6843,進典,tpex,2026-01-17
3235,生技醫療業,6844,諾貝兒,tpex,2026-01-17
3236,食品工業,6846,綠茵,tpex,2026-01-17
3237,生技醫療業,6847,普瑞博,emerging,2026-01-17
3238,生技醫療業,6848,拉法醫,emerging,2026-01-17
3239,其他電子業,6849,奇鼎科技,emerging,2026-01-17
3240,生技醫療業,6850,光鼎生技,emerging,2026-01-17
3241,創新板股票,6854,錼創科技-KY創,twse,2026-01-17
3242,半導體業,6854,錼創科技-KY創,twse,2026-01-17
3243,電子工業,6854,錼創科技-KY創,twse,2026-01-17
3244,創新版股票,6854,錼創科技-KY創,twse,2024-12-04
3245,其他電子類,6855,數泓科,tpex,2026-01-17
3246,文化創意業,6856,鑫傳,tpex,2026-01-17
3247,生技醫療業,6857,宏碁智醫,emerging,2026-01-17
3248,電腦及週邊設備業,6858,愛比科技,emerging,2026-01-17
3249,光電業,6859,伯特光,tpex,2026-01-17
3250,生技醫療業,6861,睿生光電,twse,2026-01-17
3251,化學生技醫療,6861,睿生光電,twse,2026-01-17
3252,電子零組件業,6862,三集瑞-KY,twse,2026-01-17
3253,電子工業,6862,三集瑞-KY,twse,2026-01-17
3254,通信網路業,6863,永道-KY,twse,2026-01-17
3255,電子工業,6863,永道-KY,twse,2026-01-17
3256,生技醫療業,6864,元樟生技,emerging,2026-01-17
3257,資訊服務業,6865,偉康科技,tpex,2024-06-05
3258,數位雲端類,6865,偉康科技,tpex,2026-01-17
3259,光電業,6867,坦德科技,emerging,2026-01-17
3260,資訊服務業,6868,采威國際,emerging,2026-01-17
3261,創新版股票,6869,雲豹能源,twse,2024-11-25
3262,創新板股票,6869,雲豹能源-創,twse,2023-03-17
3263,綠能環保,6869,雲豹能源,twse,2026-01-17
3264,數位雲端類,6870,騰雲,tpex,2026-01-17
3265,生技醫療業,6872,浩宇生醫,tpex,2026-01-17
3266,綠能環保,6873,泓德能源,twse,2026-01-17
3267,創新版股票,6873,泓德能源,twse,2024-11-25
3268,創新板股票,6873,泓德能源-創,twse,2023-03-17
3269,資訊服務業,6874,倍力,tpex,2026-01-17
3270,生技醫療業,6875,國邑*,tpex,2026-01-17
3271,生技醫療業,6876,朗齊生醫*,emerging,2026-01-17
3272,其他電子類,6877,鏵友益,tpex,2026-01-17
3273,金融業,6878,歐付寶,emerging,2026-01-17
3274,生技醫療業,6879,大江基因,emerging,2026-01-17
3275,其他,6881,潤德,tpex,2026-01-17
3276,資訊服務業,6882,甲尚,emerging,2026-01-17
3277,綠能環保,6883,微電能源,emerging,2026-01-17
3278,資訊服務業,6884,海柏特,tpex,2026-01-17
3279,生技醫療業,6885,全福生技,twse,2026-01-17
3280,化學生技醫療,6885,全福生技,twse,2026-01-17
3281,食品工業,6886,遠東生技,emerging,2026-01-17
3282,綠能環保,6887,寶綠特-KY,twse,2026-01-17
3283,運動休閒,6890,來億-KY,twse,2026-01-17
3284,生技醫療業,6891,樂迦再生,emerging,2026-01-17
3285,生技醫療業,6892,台寶生醫,emerging,2026-01-17
3286,綠能環保類,6894,衛司特,tpex,2026-01-17
3287,半導體業,6895,宏碩系統,tpex,2026-01-17
3288,資訊服務業,6898,程曦資訊,emerging,2026-01-17
3289,光電業,6899,創為精密,tpex,2026-01-17
3290,其他,6901,鑽石投資,twse,2026-01-17
3291,創新版股票,6902,GOGOLOOK-創,twse,2024-12-04
3292,創新板股票,6902,GOGOLOOK-創,twse,2025-05-16
3293,數位雲端,6902,GOGOLOOK,twse,2026-01-17
3294,其他電子業,6903,巨漢,emerging,2024-06-11
3295,其他電子類,6903,巨漢,tpex,2026-01-17
3296,其他,6904,伯鑫,tpex,2026-01-17
3297,數位雲端,6906,現觀科,twse,2026-01-17
3298,電子通路業,6908,宏碁遊戲,emerging,2026-01-17
3299,半導體業,6909,創控,twse,2026-01-17
3300,電子工業,6909,創控,twse,2026-01-17
3301,數位雲端,6910,德鴻,emerging,2025-12-10
3302,數位雲端類,6910,德鴻,tpex,2026-01-17
3303,其他,6911,群運,emerging,2026-01-17
3304,綠能環保,6912,益鈞環科*,emerging,2026-01-17
3305,電子零組件業,6913,鴻呈,tpex,2026-01-17
3306,其他,6914,阜爾運通,twse,2026-01-17
3307,電子零組件業,6915,美強光,emerging,2026-01-17
3308,光電業,6916,華凌,twse,2026-01-17
3309,電子工業,6916,華凌,twse,2026-01-17
3310,生技醫療業,6917,竟天,emerging,2026-01-17
3311,生技醫療業,6918,愛派司,twse,2026-01-17
3312,化學生技醫療,6918,愛派司,twse,2026-01-17
3313,生技醫療業,6919,康霈*,twse,2026-01-17
3314,化學生技醫療,6919,康霈*,twse,2026-01-17
3315,半導體業,6920,恆勁科技,emerging,2026-01-17
3316,創新板股票,6921,嘉雨思-創,twse,2026-01-17
3317,半導體業,6921,嘉雨思-創,twse,2026-01-17
3318,電子工業,6921,嘉雨思-創,twse,2026-01-17
3319,電腦及週邊設備業,6922,宸曜,tpex,2026-01-17
3320,綠能環保,6923,中台,twse,2026-01-17
3321,創新板股票,6924,榮惠-KY創,twse,2026-01-17
3322,電子工業,6924,榮惠-KY創,twse,2026-01-17
3323,創新版股票,6924,榮惠-KY創,twse,2024-12-04
3324,電子零組件業,6924,榮惠-KY創,twse,2026-01-17
3325,數位雲端,6925,意藍,emerging,2025-05-27
3326,數位雲端類,6925,意藍,tpex,2026-01-17
3327,生技醫療業,6926,聖安生醫,emerging,2026-01-17
3328,半導體業,6927,聯合聚晶,emerging,2026-01-17
3329,電腦及週邊設備業,6928,攸泰科技,twse,2026-01-17
3330,電子工業,6928,攸泰科技,twse,2026-01-17
3331,生技醫療業,6929,佑全,tpex,2026-01-17
3332,化學生技醫療,6931,青松健康,twse,2026-01-17
3333,生技醫療業,6931,青松健康,twse,2026-01-17
3334,生技醫療業,6932,水星生醫*,emerging,2026-01-17
3335,電腦及週邊設備業,6933,AMAX-KY,twse,2026-01-17
3336,電子工業,6933,AMAX-KY,twse,2026-01-17
3337,生技醫療業,6934,心誠鎂,emerging,2026-01-17
3338,食品工業,6935,王子製藥,emerging,2026-01-17
3339,化學生技醫療,6936,永鴻生技,twse,2026-01-17
3340,生技醫療業,6936,永鴻生技,twse,2026-01-17
3341,農業科技,6936,永鴻生技,emerging,2025-04-28
3342,電子工業,6937,天虹,twse,2026-01-17
3343,半導體業,6937,天虹,twse,2026-01-17
3344,資訊服務業,6938,藍新資訊,emerging,2026-01-17
3345,生技醫療業,6939,啟弘生技,emerging,2026-01-17
3346,電子零組件業,6940,格斯科技*,emerging,2026-01-17
3347,綠能環保,6944,兆聯實業,twse,2026-01-17
3348,生技醫療業,6945,圓祥生技,emerging,2026-01-17
3349,綠能環保,6946,三地能源,emerging,2026-01-17
3350,綠能環保,6947,台鎔科技,emerging,2026-01-17
3351,生技醫療業,6949,沛爾生醫-創,twse,2026-01-17
3352,化學生技醫療,6949,沛爾生醫-創,twse,2026-01-17
3353,創新版股票,6949,沛爾生醫-創,twse,2024-12-04
3354,創新板股票,6949,沛爾生醫-創,twse,2026-01-17
3355,創新版股票,6951,青新-創,twse,2024-12-04
3356,創新板股票,6951,青新-創,twse,2026-01-17
3357,綠能環保,6951,青新-創,twse,2026-01-17
3358,其他,6952,大武山,twse,2026-01-17
3359,農業科技,6952,大武山,emerging,2024-06-12
3360,半導體業,6953,家碩,tpex,2026-01-17
3361,生技醫療業,6955,邦睿生技-創,twse,2026-01-17
3362,化學生技醫療,6955,邦睿生技-創,twse,2026-01-17
3363,創新板股票,6955,邦睿生技-創,twse,2026-01-17
3364,其他,6957,裕慶-KY,twse,2026-01-17
3365,其他,6958,日盛台駿,twse,2026-01-17
3366,其他,6958A,日盛台駿甲特,twse,2026-01-17
3367,化學工業,6959,兆捷科技,emerging,2026-01-17
3368,觀光餐旅,6961,旅天下,emerging,2026-01-17
3369,電子工業,6962,奕力-KY,twse,2026-01-17
3370,半導體業,6962,奕力-KY,twse,2026-01-17
3371,食品工業,6963,品元,emerging,2026-01-17
3372,運動休閒,6965,中傑-KY,twse,2026-01-17
3373,電子零組件業,6967,汎瑋材料,tpex,2026-01-17
3374,居家生活,6968,萬達寵物,emerging,2024-08-13
3375,居家生活類,6968,萬達寵物,tpex,2026-01-17
3376,創新板股票,6969,成信實業*-創,twse,2026-01-17
3377,創新版股票,6969,成信實業*-創,twse,2024-12-04
3378,綠能環保,6969,成信實業*-創,twse,2026-01-17
3379,綠能環保類,6971,惠民實業,tpex,2026-01-17
3380,綠能環保,6971,惠民實業,emerging,2025-10-02
3381,化學工業,6972,博瑞達應材,emerging,2026-01-17
3382,生技醫療業,6973,永立榮,emerging,2026-01-17
3383,生技醫療業,6976,育世博-KY,emerging,2026-01-17
3384,綠能環保,6977,聯純,emerging,2026-01-17
3385,光電業,6979,勝釩,emerging,2026-01-17
3386,通信網路業,6980,鐳洋科技,emerging,2026-01-17
3387,電機機械,6982,大井泵浦,tpex,2026-01-17
3388,其他電子業,6983,華洋精機,emerging,2026-01-17
3389,數位雲端,6984,ACpay,emerging,2026-01-17
3390,生技醫療業,6986,和迅,emerging,2026-01-17
3391,綠能環保,6987,寶晶能源*,emerging,2026-01-17
3392,創新板股票,6988,威力暘-創,twse,2026-01-17
3393,創新版股票,6988,威力暘-創,twse,2024-12-04
3394,汽車工業,6988,威力暘-創,twse,2026-01-17
3395,綠能環保,6990,華鉬,emerging,2026-01-17
3396,綠能環保,6994,富威電力,twse,2026-01-17
3397,其他,6995,野獸國,emerging,2026-01-17
3398,半導體業,6996,力領科技,tpex,2026-01-17
3399,數位雲端,6997,博弘,emerging,2024-10-26
3400,數位雲端類,6997,博弘,tpex,2026-01-17
3401,化學生技醫療,6999,瀚醫生技,emerging,2024-08-02
3402,生技醫療業,6999,瀚醫生技,emerging,2026-01-17
3403,所有證券,708785,信驊中信9B購01,tpex,2020-11-15
3404,所有證券,709403,雙美國票9B購01,tpex,2020-11-15
3405,所有證券,709966,金居群益9B購01,tpex,2020-11-15
3406,所有證券,709972,旺矽元大9B購01,tpex,2020-11-15
3407,所有證券,709983,群聯日盛9B購01,tpex,2020-11-15
3408,所有證券,709985,大江富邦9B購02,tpex,2020-11-15
3409,所有證券,709994,中美晶元大9B購01,tpex,2020-11-15
3410,所有證券,710499,網家國泰9B購01,tpex,2020-11-15
3411,所有證券,710502,泰博元大9B購01,tpex,2020-11-15
3412,所有證券,710505,泰博富邦9B購01,tpex,2020-11-15
3413,所有證券,710509,建榮凱基9B購01,tpex,2020-11-15
3414,所有證券,710510,群聯凱基9B購03,tpex,2020-11-15
3415,所有證券,710516,宇峻永豐9B購01,tpex,2020-11-15
3416,所有證券,710533,鈊象元大9B購04,tpex,2020-11-15
3417,所有證券,710534,鈺太元大9B購01,tpex,2020-11-15
3418,所有證券,710553,穩懋統一9B購03,tpex,2020-11-15
3419,所有證券,710560,宏捷科元大9B購02,tpex,2020-11-15
3420,所有證券,710561,威剛元大9B購02,tpex,2020-11-15
3421,所有證券,710566,碩禾元大9B購01,tpex,2020-11-15
3422,所有證券,710569,中美晶富邦9B購04,tpex,2020-11-15
3423,所有證券,710575,環球晶中信9B購01,tpex,2020-11-15
3424,所有證券,710590,鈺太凱基9B購01,tpex,2020-11-15
3425,所有證券,711126,聯亞元大9B購05,tpex,2020-11-15
3426,所有證券,711127,頎邦元大9B購03,tpex,2020-11-15
3427,所有證券,711131,胡連永豐9B購01,tpex,2020-11-15
3428,所有證券,711132,僑威永豐9B購01,tpex,2020-11-15
3429,所有證券,711133,寶雅永豐9B購01,tpex,2020-11-15
3430,所有證券,711134,中美晶群益9B購03,tpex,2020-11-15
3431,所有證券,711135,元太群益9B購01,tpex,2020-11-15
3432,所有證券,711137,胡連群益9B購01,tpex,2020-11-15
3433,所有證券,711139,中美晶凱基9B購02,tpex,2020-11-15
3434,所有證券,711140,旺矽凱基9B購01,tpex,2020-11-15
3435,所有證券,711141,胡連凱基9B購01,tpex,2020-11-15
3436,所有證券,711145,環球晶國票9B購02,tpex,2020-11-15
3437,所有證券,73107P,原相國票9B售02,tpex,2020-11-15
3438,所有證券,73193P,神盾元大9B售04,tpex,2020-11-15
3439,光電業,7402,邑錡,tpex,2026-01-17
3440,電子零組件業,7419,達勝,emerging,2026-01-17
3441,生技醫療業,7427,華上生醫,emerging,2026-01-17
3442,其他,7443,凡事康,emerging,2026-01-17
3443,電腦及週邊設備業,7455,樺緯物聯,emerging,2026-01-17
3444,綠能環保,7507,環拓科技,emerging,2026-01-17
3445,其他,7516,清淨海,emerging,2026-01-17
3446,半導體業,7530,鋒魁科技,emerging,2026-01-17
3447,數位雲端類,7547,碩網,tpex,2026-01-17
3448,數位雲端,7547,碩網,emerging,2025-07-28
3449,數位雲端,7551,知識科技,emerging,2026-01-17
3450,生技醫療業,7555,美萌,emerging,2025-05-23
3451,半導體業,7556,意德士,tpex,2026-01-17
3452,其他,7558,群利科技,emerging,2026-01-17
3453,生技醫療業,7561,光晟生技,emerging,2026-01-17
3454,電腦及週邊設備業,7562,博來科技,emerging,2026-01-17
3455,觀光餐旅,7566,亞果遊艇,emerging,2026-01-17
3456,生技醫療業,7575,安美得,emerging,2026-01-17
3457,其他,7578,利百景,emerging,2026-01-17
3458,綠能環保,7583,國際海洋,emerging,2026-01-17
3459,文化創意業,7584,樂意,tpex,2026-01-17
3460,其他,7590,怡和國際,emerging,2026-01-17
3461,生技醫療業,7595,世基生醫,emerging,2026-01-17
3462,生技醫療業,7607,通用幹細胞*,emerging,2026-01-17
3463,創新板股票,7610,聯友金屬-創,twse,2026-01-17
3464,綠能環保,7610,聯友金屬-創,twse,2026-01-17
3465,其他電子業,7631,聚賢研發-創,twse,2026-01-17
3466,電子工業,7631,聚賢研發-創,twse,2026-01-17
3467,創新板股票,7631,聚賢研發-創,twse,2026-01-17
3468,電機機械,7642,昶瑞機電,tpex,2026-01-17
3469,半導體業,7669,碩正科技,emerging,2026-01-17
3470,通信網路業,7689,大鵬科CLMX,emerging,2026-01-17
3471,綠能環保,7702,前端風電,emerging,2026-01-17
3472,其他電子類,7703,銳澤,tpex,2026-01-17
3473,其他電子業,7703,銳澤,emerging,2024-10-26
3474,半導體業,7704,明遠精密,tpex,2026-01-17
3475,觀光餐旅,7705,三商餐飲,twse,2026-01-17
3476,其他,7706,宏碁創達,emerging,2026-01-17
3477,半導體業,7707,益芯科,emerging,2026-01-17
3478,觀光餐旅,7708,全家餐飲,tpex,2026-01-17
3479,電機機械,7709,榮田,tpex,2026-01-17
3480,電腦及週邊設備業,7710,東擎科技,emerging,2026-01-17
3481,電腦及週邊設備業,7711,永擎,twse,2026-01-17
3482,電子工業,7711,永擎,twse,2026-01-17
3483,半導體業,7712,博盛半導體,tpex,2026-01-17
3484,生技醫療業,7713,威力德生醫,tpex,2026-01-17
3485,數位雲端類,7714,創泓科技,tpex,2026-01-17
3486,數位雲端,7714,創泓科技,emerging,2025-01-13
3487,綠能環保,7715,裕山,emerging,2025-01-13
3488,綠能環保類,7715,裕山,tpex,2026-01-17
3489,航運業,7716,昱臺國際,tpex,2026-01-17
3490,通信網路業,7717,萊德光電-KY,tpex,2026-01-17
3491,鋼鐵工業,7718,友鋮,tpex,2026-01-17
3492,其他,7719,碳基,emerging,2026-01-17
3493,數位雲端,7721,微程式,twse,2026-01-17
3494,數位雲端,7722,LINEPAY,twse,2026-01-17
3495,觀光餐旅,7723,築間,tpex,2026-01-17
3496,生技醫療業,7724,諾亞克,emerging,2026-01-17
3497,生技醫療業,7725,列特博,emerging,2026-01-17
3498,生技醫療業,7726,暄達,emerging,2026-01-17
3499,其他電子類,7728,光焱科技,tpex,2026-01-17
3500,其他電子業,7728,光焱科技,emerging,2025-03-05
3501,生技醫療業,7729,仲恩生醫,emerging,2026-01-17
3502,電子工業,7730,暉盛-創,twse,2026-01-17
3503,半導體業,7730,暉盛-創,twse,2026-01-17
3504,創新板股票,7730,暉盛-創,twse,2026-01-17
3505,食品工業,7731,火星生技*,emerging,2026-01-17
3506,汽車工業,7732,金興精密,twse,2026-01-17
3507,電機機械,7732,金興精密,emerging,2025-01-13
3508,半導體業,7734,印能科技,tpex,2026-01-17
3509,汽車工業,7736,虎山,twse,2026-01-17
3510,電機機械,7736,虎山,emerging,2025-03-17
3511,數位雲端,7737,凱鈿,emerging,2026-01-17
3512,數位雲端類,7738,東聯互動,tpex,2026-01-17
3513,數位雲端,7738,東聯互動,emerging,2025-10-15
3514,創新板股票,7740,熙特爾-創,twse,2026-01-17
3515,綠能環保,7740,熙特爾-創,twse,2026-01-17
3516,化學工業,7742,天弘化,emerging,2026-01-17
3517,食品工業,7743,金利食安,tpex,2026-01-17
3518,電子零組件業,7744,崴寶,tpex,2026-01-17
3519,數位雲端,7745,紅陽,emerging,2026-01-17
3520,數位雲端,7747,昕奇雲端,emerging,2025-07-10
3521,數位雲端類,7747,昕奇雲端,tpex,2026-01-17
3522,其他,7748,鑫囍創業,emerging,2026-01-17
3523,電子工業,7749,意騰-KY,twse,2026-01-17
3524,半導體業,7749,意騰-KY,twse,2026-01-17
3525,電機機械,7750,新代,twse,2026-01-17
3526,電子工業,7751,竑騰,emerging,2024-06-26
